,title,metacritic_score,metacritic_review_count,user_score,user_review_count,content_rating,developer,genres,release_date
1307,Shadows: Awakening,69,6,7.5,10.0,T,Kalypso,"['Action, General']","Sep 4, 2018"
1308,The Sun and Moon,69,8,,,E,Digerati Distribution,"['Action, Platformer, 2D']","Jan 27, 2017"
1309,Disco Dodgeball Remix,69,5,,,E10+,Zen Studios,"['Sports, Team, Futuristic']","May 22, 2018"
1310,"Guns, Gore & Cannoli",69,10,7.3,20.0,T,Claeys Brothers Arts,"['Action, Shooter, Third-Person, Modern, Arcade']","Sep 25, 2015"
1311,The Blackout Club,69,7,7.1,8.0,M,Question,"['Action Adventure, Survival']","Jul 30, 2019"
1312,BADLAND: Game of the Year Edition,69,8,5.7,13.0,E,Frogmind,"['Action, Action Adventure, Arcade, Linear']","May 29, 2015"
1313,Lock's Quest,69,5,,,E10+,Digital Continue,"['Strategy, Real-Time, Defense']","May 30, 2017"
1314,Dead or Alive 5 Last Round,69,16,6.9,45.0,M,Team Ninja,"['Action, Fighting, 3D']","Feb 17, 2015"
1315,Slain: Back from Hell,69,7,,,M,"Digerati Distribution, Digerati","['Action, Platformer, 2D']","Oct 21, 2016"
1316,Raging Justice,69,8,,,T,MakinGames,"[""Action, Beat-'Em-Up, 2D""]","May 8, 2018"
1317,Vostok Inc.,69,6,,,E10+,Nosebleed Interactive,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Jul 26, 2017"
1318,Momonga Pinball Adventures,69,4,,,E,Plug In Digital,"['Action, Pinball']","Dec 21, 2016"
1319,Warriors Orochi 4,68,9,6.6,7.0,T,Koei Tecmo Games,"[""Action, Beat-'Em-Up, 3D""]","Oct 16, 2018"
1320,Rush: A Disney / Pixar Adventure,68,12,5.5,11.0,E10+,Asobo Studio,"['Miscellaneous, Adventure, General, Party / Minigame']","Oct 31, 2017"
1321,Dark Arcana: The Carnival,68,8,,,T,Artifex Mundi,"['Puzzle, Hidden Object']","Mar 17, 2017"
1322,Kingdom Come: Deliverance,68,18,7.6,275.0,M,Warhorse Studios,"['Historic, Role-Playing, Action Adventure, General, Action RPG']","Feb 13, 2018"
1323,"LEVEL 22, Gary's Misadventures",68,8,7.1,9.0,E10+,"Moving Player, Noego","['Action, General']","Jan 29, 2016"
1324,Kill The Bad Guy,68,6,,,M,Plug In Digital,"['Puzzle, Action']","Jan 31, 2017"
1325,Switch: Or Die Trying,68,5,,,E,Threye Interactive,"['Action, Platformer, 2D']","Feb 28, 2018"
1326,Pure Pool,68,7,6.9,8.0,E,VooFoo Studios,"['Alternative, Other, Sports, Miscellaneous, Parlor, Individual, Billiards']","Nov 14, 2014"
1327,Crossout,68,4,6.1,37.0,T,Gaijin Entertainment,"['Simulation, Vehicle, Combat']","May 30, 2017"
1328,Marvel Heroes Omega,68,8,7.2,13.0,T,Gazillion,"['Role-Playing, Massively Multiplayer']","Jun 30, 2017"
1329,Four Sided Fantasy,68,4,,,E,Serenity Forge,"['Action, Platformer, 2D']","Mar 31, 2017"
1330,Aces of the Luftwaffe: Squadron,68,4,6.6,5.0,E10+,HandyGames,"[""Action, Shooter, Shoot-'Em-Up, Top-Down, Vertical""]","Jul 24, 2018"
1331,Hyper Jam,68,4,,,T,Bit Dragon,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Feb 12, 2019"
1332,Raiders of the Broken Planet,67,9,5.8,14.0,M,Mercury Steam,"['Strategy, Real-Time, MOBA']","Sep 22, 2017"
1333,WWE 2K18,67,15,4.4,37.0,T,Yuke's,"['Sports, Individual, Combat, Wrestling']","Oct 13, 2017"
1334,Solo: Islands of the Heart,67,6,,,T,Merge Games,"['Puzzle, Action']","Jul 31, 2019"
1335,Shiness: The Lightning Kingdom,67,8,7.4,8.0,T,Enigami,"['Role-Playing, Action RPG']","Apr 18, 2017"
1336,Mafia III,67,21,4.8,365.0,M,Hangar 13,"['Action Adventure, Open-World']","Oct 7, 2016"
1337,Claire: Extended Cut,67,7,6.8,5.0,M,Hailstorm Games Inc,"['Adventure, General']","Sep 6, 2016"
1338,Outcast: Second Contact,67,7,7.4,5.0,T,"Appeal, Bigben Games","['Action Adventure, Adventure, General, Open-World']","Nov 7, 2017"
1339,Airheart: Tales of Broken Wings,67,5,,,E10+,Blindflug Studios,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Aug 14, 2018"
1340,Earthlock: Festival of Magic,66,7,7.0,44.0,E10+,Snow Castle Games,"['Role-Playing, General']","Sep 1, 2016"
1341,The Sims 4,66,19,3.1,54.0,T,Maxis,"['Simulation, Virtual, Virtual Life']","Nov 17, 2017"
1342,Shikhondo: Soul Eater,66,5,,,T,DeerFarm,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Aug 28, 2018"
1343,Eventide 2: The Sorcerer's Mirror,66,4,,,T,The House Of Fables,"['Puzzle, Hidden Object']","Aug 25, 2017"
1344,Damsel,66,9,4.4,5.0,E10+,Screwtape Studios,"['Action, Platformer, 2D']","Aug 7, 2019"
1345,Manual Samuel,66,9,6.2,9.0,T,Perfectly Paranormal,"['Role-Playing, General']","Oct 14, 2016"
1346,Titan Quest,66,9,7.2,16.0,T,THQ Nordic,"['Role-Playing, Action RPG']","Mar 20, 2018"
1347,AO International Tennis,66,8,7.6,34.0,E,Big Ant Studios,"['Sports, Individual, Tennis']","May 9, 2018"
1348,The LEGO Movie 2 Videogame,65,9,3.8,8.0,E10+,TT Games,"['Action Adventure, General']","Feb 26, 2019"
1349,Brawlout,65,8,7.2,5.0,E10+,Angry Mob Games,"[""Beat-'Em-Up, Action, Fighting, 2D""]","Aug 21, 2018"
1350,Beach Buggy Racing,65,5,7.2,12.0,E,Vector Unit,"['Action, Racing, General, Arcade, Automobile']","May 29, 2015"
1351,Farming Simulator 17,65,9,7.0,7.0,E,Giants Software,"['Simulation, Virtual, Career']","Oct 25, 2016"
1352,2Dark,65,9,6.9,9.0,M,Gloomywood,"['Action Adventure, General']","Mar 10, 2017"
1353,Need for Speed,65,30,7.6,587.0,T,Ghost Games,"['Racing, Simulation, Automobile']","Nov 3, 2015"
1354,Train Sim World,65,5,6.7,6.0,E,Dovetail Games,"['Miscellaneous, Compilation']","Jul 24, 2018"
1355,Costume Quest 2,65,5,6.3,22.0,E10+,Double Fine Productions,"['Role-Playing, Action RPG, Japanese-Style']","Oct 29, 2014"
1356,Conan Exiles,64,9,5.8,53.0,M,Funcom,"['Action Adventure, Survival']","May 8, 2018"
1357,Spheroids,64,10,,,E,Eclipse Games,"['Action, Platformer, 2D']","Feb 10, 2017"
1358,Three Fourths Home: Extended Edition,64,7,3.3,9.0,M,[bracket]games,"['Adventure, General, Text']","Nov 27, 2015"
1359,Vikings: Wolves of Midgard,64,7,7.5,13.0,M,Games Farm,"['Role-Playing, Action RPG']","Mar 28, 2017"
1360,Super Lucky's Tale,64,51,7.0,169.0,E,Playful Corp.,"['2D, Action, Platformer, 3D']","Nov 7, 2017"
1361,Ninja Pizza Girl,63,5,6.8,5.0,E10+,Disparity Games,"['Action, Platformer, 2D']","Jul 20, 2016"
1362,Morphite,63,4,,,T,Blowfish Studios,"['Action Adventure, General']","Sep 20, 2017"
1363,Zombie Army Trilogy,62,10,6.9,48.0,M,Rebellion,"['Action, Shooter, Third-Person, Arcade']","Mar 6, 2015"
1364,Warframe,62,6,6.9,119.0,M,Digital Extremes,"['General, Action, Shooter, Third-Person, Arcade']","Sep 2, 2014"
1365,Arcade Classics Anniversary Collection,62,5,,,T,Konami,"['Miscellaneous, Compilation']","Apr 18, 2019"
1366,Sparkle Unleashed,62,8,7.0,4.0,E,"10tons Entertainment, 10tons","['Puzzle, Matching']","Jun 3, 2015"
1367,Tom Clancy's Ghost Recon: Breakpoint,62,30,3.1,251.0,M,Ubisoft Paris,"['Action Adventure, Open-World']","Oct 1, 2019"
1368,Metal Gear Survive,62,14,1.9,195.0,M,Konami,"['Action Adventure, General']","Feb 20, 2018"
1369,Tools Up!,62,4,8.0,4.0,E,The Knights of Unity,"['Simulation, Strategy, Management, Virtual, Career, Business / Tycoon']","Dec 3, 2019"
1370,Kick & Fennick,61,5,,,E10+,Jaywalkers Interactive,"['Action, Platformer, 2D']","Jun 3, 2016"
1371,Bridge Constructor Stunts,61,5,,,E,Headup Games,"['Puzzle, Action']","Dec 16, 2016"
1372,Need for Speed Payback,61,32,3.8,250.0,T,Ghost Games,"['Simulation, Racing, Arcade, Automobile']","Nov 7, 2017"
1373,Bike Mayhem 2,61,4,,,E,Goldmark Studios,"['Sports, Individual, Biking']","Feb 5, 2016"
1374,Big Pharma,61,4,,,M,Twice Circled,"['Strategy, Management, Business / Tycoon']","Dec 4, 2019"
1375,Bus Simulator,60,6,5.6,7.0,E,stillalive studios,"['Simulation, Vehicle, Civilian']","Sep 17, 2019"
1376,One Piece: Burning Blood,60,10,6.4,16.0,T,Spike Chunsoft,"['Action, Fighting, 3D']","May 31, 2016"
1377,NASCAR Heat 2,59,4,,,E,"Monster Games Inc., 704Games","['Racing, Simulation, Automobile']","Sep 12, 2017"
1378,The Bunker,59,8,5.5,11.0,T,Splendy Games,"['Adventure, Point-and-Click']","Sep 23, 2016"
1379,MXGP2: The Official Motocross Videogame,59,13,6.5,11.0,E,Milestone S.r.l,"['Racing, Simulation, Automobile']","Jun 21, 2016"
1380,Magic: Duels of the Planeswalkers 2015,59,6,5.1,31.0,T,Wizards of the Coast,"['Strategy, Miscellaneous, Turn-Based, Card Battle']","Nov 5, 2014"
1381,Dynasty Warriors 8 Empires,58,10,6.8,15.0,T,Koei Tecmo Games,"[""Action, Beat-'Em-Up, 3D""]","Feb 24, 2015"
1382,Rugby 20,57,7,4.0,6.0,E,Bigben Interactive,"['Sports, Team, Rugby']","Jan 23, 2020"
1383,'n Verlore Verstand,57,4,,,E,Skobbejak Games,"['Adventure, 3D, First-Person']","Apr 21, 2017"
1384,Fade to Silence,57,9,6.7,21.0,M,Black Forest Games,"['Action Adventure, Survival']","Apr 30, 2019"
1385,Rugby 18,56,6,6.6,5.0,E,Koch Media,"['Sports, Team, Rugby']","Oct 24, 2017"
1386,Xenon Valkyrie+,56,5,6.7,7.0,E,COWCAT,"['Action, Platformer, 2D']","Feb 21, 2018"
1387,Q*bert: Rebooted: The XBOX One @!#?@! Edition,56,7,6.1,7.0,E10+,GPC Games,"['Action, Arcade']","Feb 12, 2016"
1388,Albedo: Eyes from Outer Space,55,6,,,T,Z4g0 and Ivan Venturi Productions,"['Action Adventure, Adventure, General, Linear']","Jan 20, 2016"
1389,Metal Wolf Chaos XD,55,7,6.7,15.0,T,"From Software, General Arcade","['Simulation, Vehicle, Combat']","Aug 6, 2019"
1390,Robocraft Infinity,55,9,7.5,6.0,E10+,Freejam,"['Action, Shooter, First-Person, Arcade']","Apr 11, 2018"
1391,Mighty No. 9,55,13,4.1,105.0,E10+,Inti Creates,"['Platformer, 2D, Action, Platformer, 2D']","Jun 21, 2016"
1392,Terminator: Resistance,55,10,7.6,26.0,M,Teyon,"['Action, Shooter, First-Person, Arcade']","Dec 10, 2019"
1393,Shaq Fu: A Legend Reborn,54,9,5.8,12.0,T,Big Deez Productions,"[""Action, Beat-'Em-Up, 2D""]","Jun 5, 2018"
1394,Active Soccer 2 DX,53,8,6.9,14.0,E,The Fox Software,"['Action, Sports, General, Team, Soccer, Arcade']","Mar 30, 2016"
1395,Solar Shifter EX,53,11,,,E,Elder Games,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Aug 26, 2016"
1396,Rabbids Invasion,53,9,6.0,12.0,E10+,Ubisoft,"['Action, Miscellaneous, General, General, Party / Minigame']","Nov 18, 2014"
1397,NBA Live 15,53,9,6.8,52.0,E,EA Sports,"['Sports, Traditional, Team, Basketball, Arcade']","Oct 28, 2014"
1398,Super Dungeon Bros,53,11,2.1,16.0,E10+,React Games,"['Action, General']","Nov 1, 2016"
1399,Blue Estate,51,4,7.4,19.0,M,HeSaw,"['Action, Shooter, Light Gun, Rail']","Feb 18, 2015"
1400,Party Hard,51,8,6.9,11.0,M,Pinokl Games,"['Action, General']","Apr 26, 2016"
1401,Dead Rising 3: Chaos Rising,50,7,3.4,27.0,M,Capcom Vancouver,"['Action, Action Adventure, General, Open-World']","Feb 21, 2014"
1402,Trulon: The Shadow Engine,49,11,,,E10+,Headup Games,"['Role-Playing, Japanese-Style']","Feb 24, 2017"
1403,Nippon Marathon,49,5,3.8,4.0,T,Onion Soup,"['Sports, Individual, Athletics']","Dec 18, 2018"
1404,De-formers,49,7,,,E10+,Ready at Dawn,"['Action, Arcade']","Mar 24, 2017"
1405,Korgan,49,4,,,T,Codestalkers,"['Role-Playing, Action RPG']","Apr 27, 2018"
1406,Action News Heroes,49,4,7.1,8.0,T,Krewe Studios,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Jul 27, 2016"
1407,Paranautical Activity,48,10,3.8,8.0,T,Code Avarice,"['Action, General, Shooter, First-Person, Arcade']","Apr 29, 2016"
1408,Tour de France 2015,48,4,6.7,7.0,E,Cyanide,"['Sports, Racing, General, Individual, Biking']","Jun 18, 2015"
1409,Adam's Venture: Origins,48,5,5.3,7.0,E,Vertigo Games,"['Adventure, Point-and-Click']","Apr 1, 2016"
1410,Castaway Paradise,46,6,,,E,Stolen Couch Games,"['Simulation, Virtual, Virtual Life']","Jul 31, 2018"
1411,Element Space,45,5,,,T,Sixth Vowel,"['Strategy, Turn-Based, Tactics']","Mar 24, 2020"
1412,Dead Age,45,4,,,M,Headup Games,"['Role-Playing, Roguelike']","Sep 7, 2018"
1413,Super Street: The Game,37,5,6.0,16.0,T,"Team6 Game Studios, Motor Trend Group","['Racing, Simulation, Automobile']","Sep 11, 2018"
1414,Professional Farmer 2017,33,4,,,E,Visual Imagination Software,"['Simulation, Virtual, Career']","Jun 10, 2016"
1415,R.B.I. Baseball 18,32,5,4.6,9.0,E,MLB AM,"['Sports, Team, Baseball, Arcade']","Mar 20, 2018"
1416,Gene Rain,32,9,3.6,9.0,M,Deeli network,"['Action, Shooter, Third-Person, Arcade']","Jul 31, 2018"
1417,Grand Theft Auto V,97,14,7.8,1087.0,M,Rockstar North,"['Action Adventure, Modern, Open-World']","Nov 18, 2014"
1418,Forza Horizon 3,91,91,8.0,1052.0,E,Playground Games,"['Racing, Simulation, Automobile']","Sep 23, 2016"
1419,Yakuza 0,90,9,7.3,50.0,M,Ryu ga Gotoku Studios,"['Action Adventure, Open-World']","Feb 26, 2020"
1420,Destiny: The Taken King,89,11,5.2,415.0,T,"Bungie Software, Bungie","['Action, Shooter, First-Person, Arcade']","Sep 15, 2015"
1421,Wolfenstein II: The New Colossus,88,21,6.4,390.0,M,MachineGames,"['Action, Shooter, First-Person, Arcade']","Oct 27, 2017"
1422,FIFA 14,88,22,5.8,347.0,E,EA Canada,"['Sim, Sports, Traditional, Team, Soccer, Sim']","Nov 19, 2013"
1423,Ori and the Blind Forest: Definitive Edition,88,24,8.0,337.0,E,Moon Studios,"['Action, Platformer, 2D']","Mar 11, 2016"
1424,Dark Souls III,87,14,8.6,649.0,M,From Software,"['Role-Playing, Action RPG']","Apr 12, 2016"
1425,Rocket League,87,22,8.1,275.0,E,"Psyonix, Panic Button","['Sports, Team, Soccer, Arcade']","Feb 17, 2016"
1426,Titanfall 2,87,32,8.3,458.0,M,Respawn Entertainment,"['Action, Shooter, First-Person, Arcade']","Oct 28, 2016"
1427,NBA 2K16,86,14,6.1,120.0,E10+,Visual Concepts,"['Action, General, Sports, Team, Basketball, Sim']","Sep 25, 2015"
1428,Mega Man X Legacy Collection,86,4,9.6,40.0,T,Capcom,"['Miscellaneous, Compilation']","Jul 24, 2018"
1429,Final Fantasy X / X-2 HD Remaster,85,7,6.4,28.0,T,Virtuos,"['Miscellaneous, Compilation']","Apr 16, 2019"
1430,The Walking Dead: The Telltale Definitive Series,85,7,7.3,29.0,M,"Telltale Games, Skybound Games","['Miscellaneous, Compilation']","Sep 10, 2019"
1431,Enter The Gungeon,85,11,7.1,18.0,T,Dodge Roll,"[""Action, General, Shooter, Shoot-'Em-Up, Top-Down""]","Apr 5, 2017"
1432,Crash Team Racing: Nitro-Fueled,84,18,5.8,148.0,E10+,Beenox,"['Racing, Arcade, Automobile']","Jun 21, 2019"
1433,Thimbleweed Park,84,15,7.4,51.0,T,Ron Gilbert and Gary Winnick,"['Adventure, Point-and-Click']","Mar 30, 2017"
1434,Yoku's Island Express,83,29,7.8,22.0,E10+,Villa Gorilla,"['Action, Pinball']","May 29, 2018"
1435,FIFA 15,82,33,5.4,359.0,E,EA Sports,"['Sports, Traditional, Team, Soccer, Sim']","Sep 23, 2014"
1436,Life is Strange: Before the Storm,82,6,7.4,73.0,M,Deck Nine Games,"['Action Adventure, General']","Aug 31, 2017"
1437,Darksiders: Warmastered Edition,80,17,8.1,37.0,M,Nordic Games Publishing,"['Action Adventure, Open-World']","Nov 22, 2016"
1438,Kingdom Hearts III,80,23,8.3,547.0,E10+,Square Enix,"['Action RPG, Action Adventure, Fantasy, Role-Playing, Action RPG']","Jan 29, 2019"
1439,Ultimate Marvel vs. Capcom 3,78,5,7.9,15.0,T,Capcom,"['Action, Fighting, 2D']","Mar 7, 2017"
1440,GreedFall,78,14,8.0,85.0,M,Spiders,"['Role-Playing, Action RPG']","Sep 10, 2019"
1441,Outlast 2,77,13,6.4,62.0,M,Red Barrels,"['Action Adventure, Survival']","Apr 25, 2017"
1442,Assassin's Creed III Remastered,77,9,4.3,34.0,M,Ubisoft,"['Action Adventure, Open-World']","Mar 29, 2019"
1443,Watch Dogs: Bad Blood,77,4,5.7,23.0,M,Ubisoft Montreal,"['Action Adventure, General, Modern, Open-World']","Sep 30, 2014"
1444,de Blob 2,76,7,7.3,6.0,E10+,Blue Tongue Entertainment,"['Action, Platformer, 3D']","Feb 27, 2018"
1445,Metal Gear Solid V: Ground Zeroes,76,13,5.6,368.0,M,Kojima Productions,"['Action Adventure, General, Modern, Open-World']","Mar 18, 2014"
1446,Unepic,75,6,6.3,7.0,T,EnjoyUp Games,"['Action, Platformer, 2D']","Jan 8, 2016"
1447,Ghost of a Tale,75,6,7.4,14.0,E10+,"Ghost of a Tale, SeithCG","['Action Adventure, General, Fantasy']","Jun 30, 2017"
1448,Lumini,75,4,,,E10+,Speelbaars,"['Action, Arcade']","Jan 22, 2020"
1449,Full Metal Furies,75,7,6.0,8.0,E10+,Cellar Door Games,"[""Action, 2D, Beat-'Em-Up""]","Jan 17, 2018"
1450,Seasons after Fall,75,6,7.1,10.0,E,Focus Home Interactive,"['Action, Platformer, 2D']","May 16, 2017"
1451,Beholder: Complete Edition,74,12,,,T,Warm Lamp Games,"['Strategy, General']","Jan 19, 2018"
1452,The Flame in the Flood,74,22,5.3,19.0,T,The Molasses Flood,"['Action Adventure, General, Survival']","Feb 24, 2016"
1453,Resident Evil: Revelations 2 - Episode 3: Judgment,73,11,7.5,23.0,M,Capcom,"['Action Adventure, Survival']","Mar 11, 2015"
1454,Dragon Ball: Xenoverse 2,73,9,7.1,50.0,T,Dimps Corporation,"['Action, Fighting, 3D']","Oct 25, 2016"
1455,Team Sonic Racing,73,13,7.3,63.0,E,Sumo Digital,"['Racing, Arcade, Automobile']","May 21, 2019"
1456,Dead Rising 4,72,86,4.7,359.0,M,"Capcom, Capcom Vancouver","['Action Adventure, Open-World']","Dec 6, 2016"
1457,Ittle Dew 2,72,5,7.0,5.0,E10+,Nicalis,"['Role-Playing, Action Adventure, General, Action RPG']","Nov 15, 2016"
1458,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,71,7,1.7,10.0,E10+,Telltale Games,"['Adventure, Point-and-Click']","Jul 11, 2017"
1459,Nine Parchments,71,6,,,E10+,"Frozenbyte, Inc.","['Role-Playing, Action RPG']","Mar 7, 2018"
1460,LEGO Jurassic World,70,17,6.7,51.0,E10+,TT Games,"['Action Adventure, General']","Jun 12, 2015"
1461,Thief,69,21,6.0,284.0,M,Eidos Montreal,"['Fantasy, Action Adventure, General, Fantasy']","Feb 25, 2014"
1462,The Golf Club 2,69,7,5.3,12.0,E,"HB Studios Multimedia, Maximum Games","['Sports, Individual, Golf, Arcade']","Jun 27, 2017"
1463,The LEGO Movie Videogame,69,18,6.8,57.0,E10+,TT Games,"['Action Adventure, Fantasy, General, Fantasy']","Feb 7, 2014"
1464,Wolfenstein: Youngblood,68,23,2.1,185.0,M,MachineGames,"['Action, Shooter, First-Person, Arcade']","Jul 26, 2019"
1465,NASCAR Heat 3,68,7,7.3,8.0,E10+,704Games,"['Racing, Simulation, Automobile']","Sep 7, 2018"
1466,Xenoraid,68,5,,,E10+,10tons,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Nov 8, 2016"
1467,Gravel,67,15,7.0,7.0,E,Milestone S.r.l,"['Racing, Arcade, Automobile']","Feb 27, 2018"
1468,Song of the Deep,66,12,7.2,26.0,E,Insomniac Games,"['Action Adventure, General']","Jul 12, 2016"
1469,Laserlife,64,4,,,E,Choice Provisions,"['Action, Shooter, Rail']","Oct 14, 2015"
1470,Pneuma: Breath of Life,63,17,6.8,58.0,E,Deco Digital,"['Sci-Fi, Adventure, 3D, First-Person']","Feb 27, 2015"
1471,Woven,63,4,7.3,12.0,E10+,Alterego Games,"['Action, Platformer, 3D']","Nov 15, 2019"
1472,Toby: The Secret Mine,62,15,5.0,9.0,E10+,Headup Games,"['Action, Platformer, 2D']","Jan 20, 2017"
1473,The Park,61,11,6.4,10.0,M,Funcom,"['Action Adventure, Survival']","May 3, 2016"
1474,The Forbidden Arts,61,6,,,T,"Stingbot Games, Inc.","['Action Adventure, Open-World']","Aug 7, 2019"
1475,We Are The Dwarves,60,4,,,T,Whale Rock Games,"['Strategy, Real-Time, General']","Feb 24, 2017"
1476,Lifeless Planet: Premier Edition,57,12,7.0,31.0,T,Stage 2 Studios,"['Action Adventure, Sci-Fi, General']","May 13, 2015"
1477,Shoppe Keep,57,4,,,T,Excalibur Publishing,"['Strategy, Management, Business / Tycoon']","Mar 2, 2018"
1478,Pumped BMX +,56,6,6.2,5.0,E,Yeah Us!,"['Racing, Arcade, Other']","Sep 18, 2015"
1479,Time Carnage,51,5,,,T,Wales Interactive Ltd.,"['Action, Shooter, Light Gun']","Sep 12, 2018"
1480,NBA Live 14,36,14,3.1,89.0,E,EA Sports,"['Arcade, Sports, Traditional, Team, Basketball, Arcade']","Nov 19, 2013"
1481,Ghostbusters,32,10,3.9,108.0,E10+,Activision,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Jul 12, 2016"
1482,Dragon Ball FighterZ,86,24,7.7,95.0,T,Arc System Works,"['Action, Fighting, 2D']","Jan 26, 2018"
1483,Hitman,85,6,7.6,60.0,M,Io Interactive,"['Modern, Action Adventure, General']","Oct 31, 2016"
1484,FRU,84,24,6.8,37.0,E,Through Games,"['Miscellaneous, Puzzle, Action']","Jul 13, 2016"
1485,Fantasia: Music Evolved,77,48,7.5,70.0,E10+,Harmonix Music Systems,"['Music, Action, Miscellaneous, Rhythm, Music']","Oct 21, 2014"
1486,Mugsters,75,4,,,T,Reinkout Games,"['Action Adventure, General']","Jul 17, 2018"
1487,The Surge,74,17,7.1,72.0,M,Deck 13,"['Role-Playing, Action RPG']","May 16, 2017"
1488,Enigmatis 3: The Shadow of Karkhala,74,4,,,T,Big Fish Games,"['Puzzle, Hidden Object']","Apr 6, 2018"
1489,STAY,72,5,7.1,8.0,M,Appnormals Team,"['Adventure, General']","May 30, 2018"
1490,Riverbond,67,9,5.5,12.0,E10+,Cococucumber,"['Action, General']","Jun 9, 2019"
1491,Crayola Scoot,66,5,,,E,Outright Games,"['Sports, Individual, Other']","Oct 16, 2018"
1492,Citadel: Forged with Fire,63,8,6.4,7.0,T,Blue Isle Studios,"['Role-Playing, Action RPG']","Nov 1, 2019"
1493,Sniper Elite III,63,12,6.6,75.0,M,Rebellion,"['Shooter, Historic, Action, Shooter, Third-Person, Tactical, Historic']","Jul 1, 2014"
1494,Circuit Breakers,62,4,,,E10+,Excalibur Publishing,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Aug 16, 2017"
1495,Mount & Blade: Warband,59,10,7.8,40.0,T,Taleworlds Entertainment,"['Role-Playing, Western-Style']","Sep 16, 2016"
1496,Doodle God: Ultimate Edition,53,8,,,T,"JoyBits Ltd., JoyBits","['Miscellaneous, Board / Card Game']","Jan 27, 2017"
1497,Bush Hockey League,49,4,,,M,V7 Entertainment Inc.,"['Sports, Team, Ice Hockey, Arcade']","Nov 29, 2017"
1498,Project Root,38,9,5.0,10.0,T,Pablo Testa,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Apr 29, 2015"
1499,Hitman 2,84,25,7.3,105.0,M,Io Interactive,"['Action Adventure, General']","Nov 9, 2018"
1500,Battlezone: Gold Edition,75,7,,,T,Rebellion,"['Action, Arcade']","May 1, 2018"
1501,Steamroll,74,5,,,E10+,Anticto,"['Action, Platformer, 3D']","Jan 25, 2019"
1502,Celeste,94,10,6.9,228.0,E10+,Matt Makes Games Inc.,"['Action, Platformer, 2D']","Jan 26, 2018"
1503,LEGO Harry Potter Collection,73,8,7.5,4.0,E10+,Warner Bros. Interactive Entertainment,"['Miscellaneous, Compilation']","Oct 30, 2018"
1504,Minecraft: Story Mode Season Two - Episode 4: Below the Bedrock,71,4,6.8,4.0,E10+,Telltale Games,"['Adventure, Point-and-Click']","Nov 7, 2017"
